DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,SK01,2021,48200,b
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,SK02,2021,20400,b
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,SK03,2021,18600,b
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,SK04,2021,16400,b
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR10,2021,33200,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR21,2021,26400,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR22,2021,18300,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR31,2021,24700,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR32,2021,17200,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR33,2021,17300,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR41,2021,22700,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR42,2021,27900,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR51,2021,27600,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR52,2021,15700,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR61,2021,18200,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR62,2021,16000,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR63,2021,13600,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR71,2021,14000,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR72,2021,15400,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR81,2021,15900,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR82,2021,14800,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR83,2021,11900,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TR90,2021,12400,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRA1,2021,12900,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRA2,2021,8700,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRB1,2021,12100,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRB2,2021,7600,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRC1,2021,14600,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRC2,2021,7200,
ESTAT:TGS00005(1.0),21/02/23 23:00:00,A,PPS_EU27_2020_HAB,TRC3,2021,10300,
